POST_DATE,SERVICE_DATE,PROPERTY_CODE,BOOKINGS_SOURCE,ROOMS,ARRIVALS,POPULATION,CONTRACT_CODE
2021-10-30,2021-11-23,DH,TW,0,0,0,WUNVA21
2021-10-30,2021-11-06,CH,BW,2,0,4,IDIK21Y
2021-10-30,2021-12-31,PH,TW,4,0,12,WACCU21
2021-10-30,2021-12-19,DH,CP,1,1,1,*
2021-10-30,2021-12-18,DH,RO,42,14,173,*
2021-10-30,2022-01-22,DH,TI,37,11,165,*
2021-10-30,2021-12-07,DH,TW,17,2,57,WGETA21
2021-10-30,2021-12-28,DH,BW,2,2,4,ICIL21T
2021-10-30,2021-11-02,DH,TW,22,3,59,WEXP21
2021-10-30,2021-11-14,CH,TW,8,6,24,WDVC21
2021-10-30,2021-12-27,CH,RO,59,29,174,*
2021-10-30,2021-12-04,CH,TI,204,68,677,*
2021-10-30,2021-12-27,CH,TD,682,272,2492,*
2021-10-30,2021-11-26,CH,TW,1,0,5,WINSG21
2021-10-30,2021-11-18,CH,TW,15,4,41,WGETA21
2021-10-30,2021-12-12,CH,TW,27,20,67,WEXP21
2021-10-30,2021-12-10,CH,GR,2,0,2,GDIL21A
2021-10-30,2021-11-27,CH,TW,1,0,3,WFUNJ21
2021-10-30,2022-01-01,CH,TW,2,2,6,WACCU22
2021-10-30,2022-01-07,CH,TW,0,0,0,WUNVA22
2021-10-30,2021-12-24,PH,TI,45,13,155,*
2021-10-30,2021-11-03,PH,TW,1,0,4,WINSG21
2021-10-30,2021-12-27,DH,DO,2,2,2,*
2021-10-30,2021-11-04,PH,TW,1,0,2,WFUNJ21
2021-10-30,2021-11-01,PH,TD,236,67,737,*
2021-10-30,2022-01-01,PH,RO,27,0,117,*
2021-10-30,2021-12-07,DH,TW,0,0,0,WINSG21
2021-10-30,2022-01-16,DH,RO,22,4,92,*
2021-10-30,2022-01-28,DH,TD,87,11,380,*
2021-10-30,2021-11-23,DH,RO,82,27,268,*
2021-10-30,2021-12-03,DH,GR,17,0,37,GDRK20B
2021-10-30,2021-11-10,DH,GR,2,2,6,GDCK21A
2021-10-30,2022-01-12,CH,TI,44,9,151,*
2021-10-30,2021-12-20,CH,TI,139,50,472,*
2021-10-30,2021-12-08,CH,GT,15,3,42,*
2021-10-30,2021-11-18,CH,TW,1,0,3,WFUNJ21
2021-10-30,2021-12-05,CH,GR,0,0,0,GCBL21B
2021-10-30,2021-11-19,CH,TW,0,0,0,WMICK21
2021-10-30,2021-12-17,PH,RO,18,5,60,*
2021-10-30,2021-11-27,PH,TW,12,6,29,WEXP21
2021-10-30,2021-11-14,PH,TW,0,0,0,WINSG21
2021-10-30,2021-12-11,CH,BW,1,0,4,IDIL21N
2021-10-30,2021-12-07,CH,GR,0,0,0,NDIL21A
2021-10-30,2021-11-12,DH,TD,361,64,1237,*
2021-10-30,2021-11-05,PH,TI,84,42,252,*
2021-10-30,2022-01-23,PH,TW,1,1,2,WINSG22
2021-10-30,2021-12-03,PH,RO,38,18,111,*
2021-10-30,2021-12-29,PH,RO,23,4,82,*
2021-10-30,2021-12-27,PH,TW,1,1,3,WINSG21
2021-10-30,2021-12-04,PH,TW,3,0,8,WINSG21
2021-10-30,2021-12-22,DH,TW,26,4,96,WGETA21
2021-10-30,2021-11-19,DH,GT,26,8,94,*
2021-10-30,2021-11-15,DH,TW,14,3,52,WGETA21
2021-10-30,2021-11-06,CH,TW,34,9,98,WDVC21
2021-10-30,2021-12-08,CH,TW,4,1,15,WDVC21
2021-10-30,2021-11-04,CH,TI,143,68,477,*
2021-10-30,2022-01-12,CH,DO,0,0,0,*
2021-10-30,2021-11-29,CH,TW,2,1,5,WFUNJ21
2021-10-30,2021-12-20,CH,TW,1,1,3,WINSG21
2021-10-30,2021-12-14,CH,TW,3,0,7,WINSG21
2021-10-30,2022-01-01,PH,TW,0,0,0,WDVC21
2021-10-30,2021-11-01,PH,GT,6,3,19,*
2021-10-30,2022-01-22,PH,GT,2,1,6,*
2021-10-30,2021-11-22,CH,GR,0,0,0,GCFL21A
2021-10-30,2021-11-24,PH,TD,300,112,1071,*
2021-10-30,2021-11-11,PH,TW,8,3,25,WGETA21
2021-10-30,2022-01-09,PH,TW,2,2,4,WAEIM22
2021-10-30,2021-12-15,DH,CP,3,2,10,*
2021-10-30,2022-01-21,DH,RO,9,2,40,*
2021-10-30,2022-01-01,DH,TI,95,18,338,*
2021-10-30,2021-11-25,DH,RO,92,22,306,*
2021-10-30,2021-11-30,DH,TW,19,7,55,WGETA21
2021-10-30,2022-01-01,DH,BW,0,0,0,ICIL21T
2021-10-30,2021-11-04,DH,BW,3,3,8,IDIK21Y
2021-10-30,2021-11-19,DH,TW,1,0,4,WMICK21
2021-10-30,2021-11-01,DH,TW,28,21,77,WEXP21
2021-10-30,2021-11-25,DH,TW,13,4,46,WEXP21
2021-10-30,2021-11-15,DH,GR,0,0,0,NDHK21B
2021-10-30,2021-11-19,CH,TW,14,11,42,WDVC21
2021-10-30,2022-01-14,CH,GT,10,3,41,*
2021-10-30,2021-12-19,CH,TD,435,161,1639,*
2021-10-30,2022-01-31,CH,TD,94,26,303,*
2021-10-30,2021-11-05,CH,TW,0,0,0,WACCU21
2021-10-30,2021-11-07,DH,DO,1,1,1,*
2021-10-30,2021-11-10,CH,TW,0,0,0,WACCU21
2021-10-30,2021-12-08,PH,TW,11,4,33,WEXP21
2021-10-30,2021-11-03,PH,TW,4,0,11,WGETA21
2021-10-30,2022-01-28,PH,GT,2,0,6,*
2021-10-30,2021-12-31,DH,CP,1,1,1,*
2021-10-30,2021-11-13,PH,TW,1,1,4,WFUNJ21
2021-10-30,2021-12-24,DH,TD,425,152,1599,*
2021-10-30,2021-12-14,PH,TI,56,11,167,*
2021-10-30,2021-12-04,PH,TW,0,0,0,WACTN21
2021-10-30,2021-12-04,PH,TW,2,2,5,WAEIM21
2021-10-30,2022-01-01,DH,GT,13,2,45,*
2021-10-30,2021-11-30,DH,TW,1,0,2,WFUNJ21
2021-10-30,2021-12-27,CH,GT,9,5,32,*
2021-10-30,2021-11-27,CH,TD,297,60,1130,*
2021-10-30,2021-12-25,CH,TW,11,4,36,WGETA21
2021-10-30,2021-11-15,CH,CP,3,3,12,*
2021-10-30,2021-11-21,DH,TW,10,1,31,WDVC21
2021-10-30,2021-12-04,CH,DO,4,2,11,*
2021-10-30,2021-12-19,PH,TW,29,14,108,WDVC21
2021-10-30,2021-11-24,PH,TW,14,7,40,WEXP21
2021-10-30,2021-11-02,CH,BW,0,0,0,ICIK21F
2021-10-30,2022-01-20,CH,GR,2,2,6,GCKA22A
2021-10-30,2021-12-27,DH,TW,1,0,4,WMICK21
2021-10-30,2021-12-12,CH,DO,4,1,10,*
2021-10-30,2021-11-13,CH,BA,0,0,0,HCAK21B
2021-10-30,2021-12-10,PH,TI,99,45,313,*
2021-10-30,2021-11-06,PH,TD,158,40,485,*
2021-10-30,2021-11-13,PH,TD,289,75,959,*
2021-10-30,2021-11-19,PH,TD,197,85,647,*
2021-10-30,2021-12-29,PH,TW,1,0,4,WFUNJ21
2021-10-30,2021-12-14,PH,TW,2,0,6,WGETA21
2021-10-30,2021-12-25,PH,TW,6,3,13,WEXP21
2021-10-30,2021-12-09,PH,TW,1,1,2,WABRE21
2021-10-30,2022-01-21,DH,TI,31,14,121,*
2021-10-30,2022-01-14,DH,BW,2,0,7,IDIA22I
2021-10-30,2021-11-09,CH,GT,7,2,17,*
2021-10-30,2021-12-04,CH,TW,12,4,42,WGETA21
2021-10-30,2021-12-01,CH,GT,11,3,39,*
2021-10-30,2021-12-27,CH,TW,1,0,4,WFUNJ21
2021-10-30,2021-12-15,CH,TW,1,1,4,WWJET21
2021-10-30,2021-12-02,CH,TW,0,0,0,WACTN21
2021-10-30,2022-01-04,PH,TW,1,0,3,WGETA21
2021-10-30,2021-11-02,PH,TW,0,0,0,WACCU21
2021-10-30,2021-12-19,PH,TW,1,1,2,WSWST21
2021-10-30,2021-11-17,CH,BA,3,1,4,HCOK21A
2021-10-30,2021-12-16,CH,DO,1,0,4,*
2021-10-30,2021-12-06,PH,TD,262,79,837,*
2021-10-30,2021-11-06,PH,TW,1,0,2,WACCU21
2021-10-30,2021-12-02,PH,TW,10,3,28,WGETA21
2021-10-30,2021-11-07,DH,TW,0,0,0,WSWST21
2021-10-30,2021-11-03,DH,BW,1,1,4,IDIK21D
2021-10-30,2021-10-31,DH,GR,0,0,0,GDSJ21B
2021-10-30,2021-12-15,CH,TI,179,54,527,*
2021-10-30,2021-12-04,CH,TD,389,104,1329,*
2021-10-30,2021-11-17,CH,GT,12,2,34,*
2021-10-30,2021-11-12,DH,TW,34,27,88,WEXP21
2021-10-30,2021-11-28,CH,TW,1,0,3,WFUNJ21
2021-10-30,2021-11-25,CH,TW,0,0,0,WAEIM21
2021-10-30,2021-12-19,PH,GT,8,1,33,*
2021-10-30,2021-12-22,PH,BW,0,0,0,ICIL21K
2021-10-30,2021-11-14,PH,GR,5,4,6,GCIK21A
2021-10-30,2022-01-03,PH,TW,3,1,10,WGETA22
2021-10-30,2021-12-08,CH,BW,0,0,0,ICIL21O
2021-10-30,2021-11-08,CH,GR,0,0,0,GCDK21A
2021-10-30,2021-11-20,DH,DO,1,1,4,*
2021-10-30,2022-01-25,DH,TI,34,3,145,*
2021-10-30,2021-11-12,DH,GT,15,4,40,*
2021-10-30,2021-12-15,DH,GT,18,6,54,*
2021-10-30,2022-01-27,DH,RO,6,0,22,*
2021-10-30,2021-11-17,DH,TW,12,3,47,WGETA21
2021-10-30,2021-11-02,CH,TW,3,0,9,WACCU21
2021-10-30,2021-11-21,CH,GR,47,4,144,GCMK21A
2021-10-30,2021-12-16,CH,TW,0,0,0,WINSG21
2021-10-30,2021-12-05,DH,BA,8,6,10,HDCL21A
2021-10-30,2021-12-14,PH,TD,160,41,544,*
2021-10-30,2022-01-11,PH,GT,1,0,2,*
2021-10-30,2021-12-10,DH,RO,68,36,218,*
2021-10-30,2021-11-13,DH,RO,61,6,199,*
2021-10-30,2021-11-08,DH,TW,8,2,25,WGETA21
2021-10-30,2021-11-21,DH,BW,4,3,12,IDIK21N
2021-10-30,2021-11-19,DH,GR,0,0,0,GDDK21A
2021-10-30,2021-11-11,DH,TW,18,11,56,WEXP21
2021-10-30,2021-11-12,DH,GR,0,0,0,GDCK21B
2021-10-30,2021-11-07,CH,TW,30,19,79,WDVC21
2021-10-30,2021-12-13,CH,RO,90,31,303,*
2021-10-30,2022-01-29,CH,RO,22,9,71,*
2021-10-30,2022-01-16,CH,RO,27,7,90,*
2021-10-30,2021-12-10,CH,GT,12,6,40,*
2021-10-30,2022-01-01,DH,TW,0,0,0,WDVC21
2021-10-30,2021-12-28,CH,TW,1,0,4,WINSG21
2021-10-30,2021-11-16,CH,TW,0,0,0,WDDMX21
2021-10-30,2021-12-09,PH,TW,3,1,8,WDVC21
2021-10-30,2022-01-22,PH,TI,15,2,48,*
2021-10-30,2022-01-02,PH,TW,2,0,6,WGETA22
2021-10-30,2022-01-29,PH,TW,1,0,4,WGETA22
2021-10-30,2021-11-04,CH,BW,1,1,2,IDIK21Y
2021-10-30,2021-11-15,DH,TW,0,0,0,WACCU21
2021-10-30,2021-12-04,PH,RO,41,15,123,*
2021-10-30,2022-01-08,PH,TD,59,12,188,*
2021-10-30,2022-01-21,PH,TD,38,10,129,*
2021-10-30,2021-12-01,PH,TW,11,1,33,WGETA21
2021-10-30,2022-01-29,PH,RO,2,0,7,*
2021-10-30,2021-11-16,DH,CP,1,1,2,*
2021-10-30,2021-11-30,DH,RO,104,50,328,*
2021-10-30,2021-11-13,DH,GT,13,4,32,*
2021-10-30,2022-01-13,DH,GT,12,5,45,*
2021-10-30,2021-11-27,DH,BW,0,0,0,ICIK21C
2021-10-30,2022-01-22,DH,TW,0,0,0,WFUNJ22
2021-10-30,2021-12-14,DH,TW,1,1,2,WABRE21
2021-10-30,2021-10-31,CH,TW,42,38,121,WDVC21
2021-10-30,2021-12-16,CH,TW,15,7,38,WDVC21
2021-10-30,2021-12-09,CH,TD,324,79,1036,*
2021-10-30,2022-01-25,CH,TD,141,34,493,*
2021-10-30,2021-10-31,CH,GR,0,0,0,GCHJ21A
2021-10-30,2021-11-09,DH,DO,0,0,0,*
2021-10-30,2022-01-03,CH,TW,4,0,9,WJALP21
2021-10-30,2021-12-15,DH,TW,19,9,51,WDVC21
2021-10-30,2021-11-02,PH,TW,1,1,4,WINSG21
2021-10-30,2022-01-01,PH,TW,2,2,4,WFUNJ22
2021-10-30,2021-12-11,PH,TI,75,14,225,*
2021-10-30,2021-11-16,PH,RO,44,16,141,*
2021-10-30,2021-12-13,PH,RO,30,14,88,*
2021-10-30,2022-01-01,DH,TW,1,0,5,WINSG21
2021-10-30,2021-12-09,DH,TW,0,0,0,WACCU21
2021-10-30,2021-12-11,DH,TW,2,1,4,WINSG21
2021-10-30,2021-11-22,DH,TW,12,0,48,WGETA21
2021-10-30,2021-11-19,DH,TW,1,1,3,WSWST21
2021-10-30,2021-11-25,DH,BW,1,0,4,IDIJ20U
2021-10-30,2021-12-09,DH,GR,15,8,26,GDIL21A
2021-10-30,2021-12-05,DH,TW,12,3,27,WEXP21
2021-10-30,2021-12-07,CH,RO,104,28,296,*
2021-10-30,2021-11-18,CH,TI,169,58,500,*
2021-10-30,2021-11-12,CH,TD,342,54,1200,*
2021-10-30,2021-12-26,DH,CP,0,0,0,*
2021-10-30,2021-12-15,CH,TW,2,0,9,WACCU21
2021-10-30,2021-12-30,CH,TW,0,0,0,WJALP21
2021-10-30,2021-12-16,PH,RO,26,6,78,*
2021-10-30,2021-11-07,PH,TW,19,15,55,WDVC21
2021-10-30,2021-12-24,PH,TW,4,2,10,WDVC21
2021-10-30,2021-12-24,PH,TW,5,1,14,WEXP21
2021-10-30,2022-01-03,PH,TW,2,0,4,WFUNJ22
2021-10-30,2022-01-05,PH,TW,2,0,4,WFUNJ22
2021-10-30,2021-11-02,CH,GR,1,0,4,GCMJ21A
2021-10-30,2021-12-28,DH,DO,0,0,0,*
2021-10-30,2021-11-02,PH,CP,1,1,1,*
2021-10-30,2022-01-08,DH,RO,34,9,179,*
2021-10-30,2021-12-30,DH,GT,21,5,76,*
2021-10-30,2022-01-28,DH,GT,6,1,23,*
2021-10-30,2021-11-04,DH,CP,0,0,0,*
2021-10-30,2021-11-13,DH,TW,5,0,17,WGETA21
2021-10-30,2021-12-06,DH,TW,17,3,57,WGETA21
2021-10-30,2021-11-01,DH,TW,2,0,8,WINSG21
2021-10-30,2021-11-02,DH,TW,2,0,8,WINSG21
2021-10-30,2021-12-11,DH,GR,19,0,52,GDML21A
2021-10-30,2021-11-23,DH,GR,0,0,0,GDCK21A
2021-10-30,2021-11-20,CH,GT,13,3,39,*
2021-10-30,2022-01-28,CH,TW,4,0,17,WGETA22
2021-10-30,2021-11-01,DH,WI,0,0,0,*
2021-10-30,2021-11-09,CH,TW,0,0,0,WABRE21
2021-10-30,2021-12-17,CH,TW,0,0,0,WABRE21
2021-10-30,2021-12-01,CH,CP,2,2,5,*
2021-10-30,2021-12-18,CH,TW,4,2,12,WFUNJ21
2021-10-30,2021-11-23,CH,GR,8,0,32,GCMK21A
2021-10-30,2022-01-01,CH,TW,3,3,13,WGETA22
2021-10-30,2021-12-19,CH,TW,1,0,4,WWJET21
2021-10-30,2021-11-05,CH,TW,1,1,2,WAEIM21
2021-10-30,2022-01-06,DH,CP,0,0,0,*
2021-10-30,2022-01-25,PH,RO,3,0,6,*
2021-10-30,2022-01-23,CH,DO,0,0,0,*
2021-10-30,2021-11-11,PH,TD,281,103,905,*
2021-10-30,2022-01-20,PH,TW,1,0,3,WINSG22
2021-10-30,2021-11-18,PH,RO,33,12,94,*
2021-10-30,2021-12-06,PH,TW,2,0,6,WFUNJ21
2021-10-30,2021-12-02,PH,RO,24,6,71,*
2021-10-30,2022-01-10,PH,GT,1,1,2,*
2021-10-30,2021-11-03,DH,RO,40,16,141,*
2021-10-30,2022-01-11,DH,RO,13,1,54,*
2021-10-30,2021-12-22,DH,BW,3,0,4,IDIL21F
2021-10-30,2022-01-03,CH,TI,114,47,441,*
2021-10-30,2021-12-15,CH,TW,30,10,80,WEXP21
2021-10-30,2021-12-16,CH,TW,2,2,10,WABRE21
2021-10-30,2021-11-19,DH,BA,1,1,1,HDHK21A
2021-10-30,2021-11-15,CH,DO,0,0,0,*
2021-10-30,2022-01-26,CH,GR,2,0,4,GCKA22A
2021-10-30,2021-12-18,CH,TW,1,0,4,WWJET21
2021-10-30,2021-12-02,DH,BW,4,4,10,IDIK21I
2021-10-30,2021-11-13,PH,BW,1,1,2,IDIK21U
2021-10-30,2021-12-29,PH,TW,2,0,5,WSWST21
2021-10-30,2022-01-17,PH,TW,0,0,0,WGETA22
2021-10-30,2021-11-19,CH,BA,0,0,0,HCOK21A
2021-10-30,2021-11-18,PH,TW,4,1,14,WGETA21
2021-10-30,2022-01-09,PH,RO,4,2,9,*
2021-10-30,2021-11-02,DH,TI,127,53,391,*
2021-10-30,2021-11-11,DH,GT,18,4,48,*
2021-10-30,2021-12-06,DH,GT,18,6,53,*
2021-10-30,2021-12-30,DH,BW,0,0,0,ICIL21H
2021-10-30,2021-11-20,DH,GR,4,0,11,GDCK21A
2021-10-30,2021-12-06,CH,RO,99,25,285,*
2021-10-30,2021-12-09,CH,TI,147,68,432,*
2021-10-30,2021-12-10,CH,TD,318,115,1049,*
2021-10-30,2022-01-28,CH,TW,4,0,14,WINSG22
2021-10-30,2021-12-17,CH,TW,5,2,17,WGETA21
2021-10-30,2021-11-10,CH,DO,4,2,12,*
2021-10-30,2021-11-03,PH,GT,4,0,12,*
2021-10-30,2021-11-21,PH,RO,21,10,78,*
2021-10-30,2021-11-28,PH,BW,1,0,3,IDIJ20U
2021-10-30,2021-12-09,CH,BW,4,4,14,IDIL21N
2021-10-30,2021-11-20,DH,TW,0,0,0,WUNVA21
2021-10-30,2021-11-19,PH,TW,4,3,16,WGETA21
2021-10-30,2021-12-26,PH,TI,46,25,153,*
2021-10-30,2021-12-28,PH,RO,25,7,101,*
2021-10-30,2021-12-05,PH,TW,2,0,5,WAEIM21
2021-10-30,2021-11-27,DH,RO,62,14,218,*
2021-10-30,2022-01-18,DH,TD,86,12,342,*
2021-10-30,2021-12-31,DH,TI,143,54,490,*
2021-10-30,2021-10-31,DH,BW,0,0,0,IDIJ21W
2021-10-30,2021-12-01,DH,BW,1,0,4,ICIL21J
2021-10-30,2021-11-24,DH,CP,2,2,2,*
2021-10-30,2021-11-03,DH,TW,1,0,2,WDDMX21
2021-10-30,2021-12-16,DH,TW,13,6,32,WEXP21
2021-10-30,2021-11-11,CH,TW,1,1,4,WINSG21
2021-10-30,2021-12-01,CH,TW,20,10,51,WEXP21
2021-10-30,2022-01-07,CH,TW,5,1,18,WGETA22
2021-10-30,2022-01-22,CH,CP,1,0,1,*
2021-10-30,2021-12-08,CH,TW,20,4,62,WGETA21
2021-10-30,2021-12-12,CH,TW,13,9,46,WGETA21
2021-10-30,2022-01-24,CH,GR,17,0,54,GCKA22A
2021-10-30,2021-12-04,CH,TW,0,0,0,WABRE21
2021-10-30,2021-11-10,PH,TI,87,58,284,*
2021-10-30,2021-12-14,CH,GR,14,10,39,GCML21A
2021-10-30,2021-11-24,PH,TW,2,1,8,WFUNJ21
2021-10-30,2021-12-21,PH,TW,0,0,0,WINSG21
2021-10-30,2021-11-10,CH,BW,0,0,0,IDIK21Y
2021-10-30,2021-12-23,DH,TW,2,0,8,WINSG21
2021-10-30,2021-11-10,DH,RO,78,37,279,*
2021-10-30,2021-11-24,DH,TW,19,10,65,WGETA21
2021-10-30,2021-11-29,DH,TW,13,5,41,WGETA21
2021-10-30,2021-11-28,DH,BW,1,0,4,IDIJ20U
2021-10-30,2022-01-22,CH,TI,58,18,193,*
2021-10-30,2021-11-15,CH,GT,19,8,47,*
2021-10-30,2021-12-18,CH,CP,6,3,22,*
2021-10-30,2021-12-22,DH,TW,16,7,49,WEXP21
2021-10-30,2021-11-06,DH,CP,2,1,7,*
2021-10-30,2021-11-24,CH,GR,0,0,0,GCMK21A
2021-10-30,2021-12-23,CH,TW,0,0,0,WDDMX21
2021-10-30,2021-11-29,CH,GR,1,1,1,GCTK21C
2021-10-30,2021-12-04,PH,TD,242,55,794,*
2021-10-30,2021-12-12,PH,TW,3,2,10,WGETA21
2021-10-30,2022-01-04,DH,CP,1,1,4,*
2021-10-30,2022-01-08,DH,BW,0,0,0,IDII213
2021-10-30,2021-11-01,DH,GR,2,0,7,GDSJ21E
2021-10-30,2021-11-04,DH,TW,18,7,47,WEXP21
2021-10-30,2021-11-21,DH,TW,20,10,64,WEXP21
2021-10-30,2021-12-07,CH,TI,243,76,707,*
2021-10-30,2021-12-29,CH,TD,623,116,2319,*
2021-10-30,2022-01-05,CH,GT,10,4,34,*
2021-10-30,2021-12-09,CH,GT,8,0,22,*
2021-10-30,2021-12-22,CH,TW,0,0,0,WFUNJ21
2021-10-30,2022-01-03,CH,TW,1,1,4,WACCU22
2021-10-30,2022-01-19,CH,CP,0,0,0,*
2021-10-30,2021-12-18,PH,TW,25,12,87,WDVC21
2021-10-30,2021-11-09,PH,GR,0,0,0,GDCJ21B
2021-10-30,2021-11-14,CH,TW,1,0,3,WFUNJ21
2021-10-30,2021-11-14,CH,BA,2,2,3,HCOK21A
2021-10-30,2021-11-23,DH,TD,536,136,2021,*
2021-10-30,2021-12-27,PH,TW,2,0,6,WWJET21
2021-10-30,2021-12-05,DH,CP,3,1,9,*
2021-10-30,2022-01-19,DH,TD,77,15,328,*
2021-10-30,2021-12-30,DH,TI,118,44,419,*
2021-10-30,2022-01-18,DH,TI,25,4,90,*
2021-10-30,2021-12-19,CH,RO,77,46,243,*
2021-10-30,2021-12-12,CH,TW,1,0,2,WSWST21
2021-10-30,2021-12-29,DH,CP,1,0,1,*
2021-10-30,2021-12-28,CH,TW,18,4,67,WDVC21
2021-10-30,2021-11-19,CH,TW,11,2,33,WGETA21
2021-10-30,2022-01-25,CH,GR,15,0,47,GCKA22A
2021-10-30,2021-12-22,CH,TW,0,0,0,WWJET21
2021-10-30,2021-10-31,CH,DO,0,0,0,*
2021-10-30,2021-11-06,PH,TW,1,1,2,WSWST21
2021-10-30,2021-12-23,PH,TW,2,2,7,WFUNJ21
2021-10-30,2021-12-06,PH,CP,1,0,1,*
2021-10-30,2022-01-24,DH,CP,0,0,0,*
2021-10-30,2021-12-27,DH,TD,683,228,2515,*
2021-10-30,2021-11-09,PH,TW,1,0,2,WFUNJ21
2021-10-30,2021-11-11,PH,TW,0,0,0,WFUNJ21
2021-10-30,2021-11-16,DH,GT,7,5,23,*
2021-10-30,2021-11-02,DH,TW,10,3,34,WGETA21
2021-10-30,2021-11-09,DH,BW,0,0,0,IDIK21Y
2021-10-30,2021-11-25,DH,BW,2,2,8,ICIA22A
2021-10-30,2021-11-16,DH,BW,1,0,2,IDIK21W
2021-10-30,2021-12-20,DH,BW,3,0,11,IDIL21L
2021-10-30,2021-12-03,DH,TW,0,0,0,WFUNJ21
2021-10-30,2022-01-02,DH,TW,1,0,4,WDDMX21
2021-10-30,2021-11-10,DH,TW,17,11,53,WEXP21
2021-10-30,2021-12-22,CH,TW,32,6,103,WDVC21
2021-10-30,2021-12-15,CH,TD,362,90,1268,*
2021-10-30,2021-12-06,CH,TW,6,0,20,WINSG21
2021-10-30,2021-12-04,DH,TW,24,7,63,WEXP21
2021-10-30,2021-12-19,DH,TW,35,11,122,WDVC21
2021-10-30,2021-12-22,CH,TW,8,0,28,WGETA21
2021-10-30,2021-12-29,CH,TW,16,5,61,WGETA21
2021-10-30,2021-11-19,CH,GR,109,8,317,GCMK21A
2021-10-30,2021-12-01,CH,TW,0,0,0,WUNVA21
2021-10-30,2021-12-26,CH,TW,0,0,0,WABRE21
2021-10-30,2021-12-13,DH,BA,0,0,0,HDAL21A
2021-10-30,2022-01-18,PH,TI,11,10,38,*
2021-10-30,2022-01-28,CH,GR,48,4,108,GDAA22A
2021-10-30,2021-11-30,PH,TW,1,0,4,WFUNJ21
2021-10-30,2021-11-01,PH,TW,1,0,4,WINSG21
2021-10-30,2021-11-01,PH,TW,0,0,0,WACCU21
2021-10-30,2021-11-25,PH,TD,303,63,1070,*
2021-10-30,2021-12-12,PH,TD,146,55,459,*
2021-10-30,2021-11-12,PH,RO,28,7,91,*
2021-10-30,2021-11-07,PH,RO,11,7,29,*
2021-10-30,2022-01-16,PH,RO,6,2,22,*
2021-10-30,2021-12-20,DH,TW,0,0,0,WUNVA21
2021-10-30,2021-12-13,DH,BW,0,0,0,ICIL21C
2021-10-30,2022-01-26,DH,TW,1,0,2,WACCU22
2021-10-30,2021-11-25,CH,GT,15,4,47,*
2021-10-30,2021-11-15,CH,TD,360,118,1168,*
2021-10-30,2022-01-13,CH,CP,1,1,1,*
2021-10-30,2021-11-13,DH,DO,1,1,5,*
2021-10-30,2021-11-01,DH,TW,0,0,0,WAEIM21
2021-10-30,2021-11-02,CH,TW,1,1,3,WINSG21
2021-10-30,2021-12-15,CH,GR,61,47,176,GCML21A
2021-10-30,2022-01-05,DH,CP,1,0,4,*
2021-10-30,2021-12-09,PH,BW,1,0,2,IDIL21J
2021-10-30,2022-01-14,PH,TI,24,12,81,*
2021-10-30,2021-12-20,DH,TW,2,0,4,WACCU21
2021-10-30,2021-11-13,PH,GT,6,2,21,*
2021-10-30,2022-01-13,PH,TW,3,0,6,WGETA22
2021-10-30,2021-12-24,PH,GT,2,1,7,*
2021-10-30,2021-11-18,DH,TW,1,0,2,WACCU21
2021-10-30,2021-11-27,DH,TD,244,25,897,*
2021-10-30,2021-10-31,DH,GT,9,5,36,*
2021-10-30,2022-01-03,DH,GT,9,2,30,*
2021-10-30,2021-11-18,DH,TW,12,2,49,WGETA21
2021-10-30,2021-12-04,DH,TW,16,7,65,WGETA21
2021-10-30,2021-11-26,DH,BW,1,1,2,ICIK21C
2021-10-30,2021-12-09,DH,BW,1,1,2,IDIL21J
2021-10-30,2021-11-08,DH,BW,0,0,0,IDIK21D
2021-10-30,2021-12-07,DH,TW,7,5,16,WEXP21
2021-10-30,2021-12-18,DH,DO,1,0,1,*
2021-10-30,2021-11-05,CH,TW,2,0,8,WINSG21
2021-10-30,2021-12-16,CH,TW,14,0,47,WGETA21
2021-10-30,2021-12-05,CH,DO,2,0,2,*
2021-10-30,2022-01-23,CH,TW,1,1,4,WGETA22
2021-10-30,2021-12-07,PH,TW,5,0,12,WDVC21
2021-10-30,2021-10-31,PH,BW,1,0,1,ICIJ21M
2021-10-30,2021-11-06,CH,GR,25,5,43,GCDK21A
2021-10-30,2021-11-18,PH,TW,1,0,2,WSWST21
2021-10-30,2022-01-15,PH,TW,1,0,4,WGETA22
2021-10-30,2021-12-31,PH,TI,60,30,200,*
2021-10-30,2021-12-01,PH,TD,213,81,666,*
2021-10-30,2021-12-21,DH,RO,50,13,179,*
2021-10-30,2021-11-07,DH,BW,12,0,30,IDIK21Y
2021-10-30,2021-12-09,DH,GR,174,6,333,GDML21A
2021-10-30,2021-11-21,DH,GR,2,0,3,GDMK21A
2021-10-30,2021-12-31,DH,TW,1,1,4,WDDMX21
2021-10-30,2021-11-24,DH,TW,16,6,52,WEXP21
2021-10-30,2021-11-10,CH,RO,83,37,237,*
2021-10-30,2021-12-14,CH,RO,94,22,341,*
2021-10-30,2021-12-28,CH,RO,54,10,175,*
2021-10-30,2021-12-16,CH,TI,164,63,512,*
2021-10-30,2021-11-06,CH,TI,188,85,607,*
2021-10-30,2021-12-10,CH,TW,2,1,5,WINSG21
2021-10-30,2021-12-26,DH,TW,11,4,38,WEXP21
2021-10-30,2021-12-31,CH,TW,0,0,0,WAEIM21
